1,4,0,13.675,6.431578947,0
1,6.803921569,0,13.38365651,4.56043956,0
1,0.994029851,0,3.505904059,1.118302018,0
1,6.955223881,0,21.14953271,8.290657439,0
1,1.219219219,0,4.929292929,1.66620014,0
1,0.936170213,0,1.265116279,0.501243781,0
1,1.211538462,0,2.819026175,1.569974555,0
1,5.153846154,0,11.21908127,4.219895288,0
1,2.173913043,0,4.366013072,2.4,0
1,3.806818182,0,14.14453125,4.957671958,0
1,5.333333333,0,6.869318182,2.23119015,0
1,0.923280423,0,2.698002049,0.911122397,0
1,5.347222222,0,8.440023068,4.143333333,0
1,0.249275362,0,2.824525043,0.964214712,0
1,0.786885246,0,0.530696576,0.327556326,0
1,0.167053364,0,1.516898608,0.518275539,0
1,1.013513514,0,5.747068677,2.178181818,0
1,1.898876404,0,6.401823708,2.076112412,0
1,1.147058824,0,4.718377088,2.412478336,0
1,2.527272727,0,4.806944444,1.720221607,0
1,3.708333333,0,8.364835165,4.765957447,0
1,0.11622276,0,0.265266648,0.103875135,0
1,3.685534591,0,4.022251891,2.170940171,0
1,4.227848101,0,2.343880304,1.244033872,0
1,5.984126984,0,24.63636364,10.62995595,0
1,2.277777778,0,7.34026334,2.54798331,0
1,4.955882353,0,4.278753292,1.241483724,0
1,0.267361111,0,1.94964161,0.646320195,0
1,1.002932551,0,3.891844592,1.258344459,0
1,8.087719298,0,35.06737589,15.73451327,0
1,5.083333333,0,8.380639869,2.913961039,0
1,0.140939597,0,0.890510949,0.313606474,0
1,2.254237288,0,15.13188976,7.511312217,0
1,4.325581395,0,3.543426021,1.869430052,0
1,1.208333333,0,4.690527066,1.605529332,0
1,0.4,0,2.743626744,1.003752345,0
1,7.127659574,0,19.93907563,8.293814433,0
1,1.137254902,0,1.915851272,1.067961165,0
1,0.137745975,0,0.518354795,0.183818311,0
1,1.823880597,0,6.662490789,2.47705146,0
1,0.867256637,0,3.381528046,1.183673469,0
1,0.605263158,0,1.005985634,0.357310399,0
1,1.384615385,0,3.791974657,1.390295359,0
1,6.392156863,0,18.81526104,8.414893617,0
1,0.548780488,0,1.368888889,0.596182085,0
1,0.140298507,0,0.314540059,0.121799308,0
1,5.644067797,0,15.48538961,5.546391753,0
1,1.087349398,0,4.13358209,1.290592334,0
1,0.266666667,0,0.529430413,0.207077626,0
1,0.378787879,0,0.691868759,0.291486291,0
1,6,0,16.53410982,6.966942149,0
1,0.52,0,0.517402597,0.295977011,0
1,0.418079096,0,1.17537483,0.573849879,0
1,0.377252252,0,2.32278481,0.740486016,0
1,0.313609467,0,1.089298626,0.367994598,0
1,8.46,0,23.96911197,9.977375566,0
1,0.976539589,0,3.229385816,1.006892231,0
1,0.781609195,0,5.366666667,2.16519174,0
1,0.252252252,0,0.851976137,0.311360449,0
1,0.201072386,0,2.093404754,0.740948814,0
1,0.85,0,1.553453712,0.880176211,0
1,1,0,1.728486647,0.743506494,0
1,8.823529412,0,19.70236439,7.8375,0
1,1.25,0,5.423868313,2.273148148,0
1,1.110429448,0,4.013092029,1.366998578,0
1,1.387096774,0,5.017825312,2.541176471,0
1,0.880952381,0,7.10531804,2.86935867,0
1,0.18018018,0,1.376427256,0.471408647,0
1,0.855555556,0,1.001319261,0.363224638,0
1,3.460784314,0,9.904207699,3.715430862,0
1,0.99702381,0,3.51550529,1.099458728,0
1,0.888283379,0,2.676445211,0.843032568,0
1,0.270386266,0,0.866383535,0.359277276,0
1,1.788461538,0,7.961445783,3.494505495,0
1,1.994011976,0,3.821031746,1.253445636,0
1,0.727272727,0,1.00880088,0.407786885,0
1,1,0,1.988839286,1.06741573,0
1,0.206015038,0,1.01297097,0.452858576,0
1,0.64,0,0.25390625,0.169332079,0
1,2.042553191,0,3.976247031,2.402366864,0
1,0.4375,0,0.288032454,0.116483516,0
1,1.736842105,0,3.705969049,1.657643312,0
1,4.533333333,0,2.833896396,1.459297344,0
1,0.75,0,8.181139122,2.714535902,0
1,1.4,0,4.419213974,2.143646409,0
1,0.192837466,0,2.770740103,0.946666667,0
1,1.41025641,0,2.705636743,1.542168675,0
1,1.921568627,0,6.028985507,2.721238938,0
1,0.793650794,0,1.022201665,0.387434555,0
1,0.893333333,0,5.472817133,2.238434164,0
1,6.62,0,22.12264151,8.71978022,0
1,1.808510638,0,3.713625866,2.235294118,0
1,2.095238095,0,17.03363914,7.526501767,0
1,0.028209557,0,0.040052892,0.026527958,0
1,0.761363636,0,6.388818297,2.814159292,0
1,10.14583333,0,31.82517483,13.13297872,0
1,0.131054131,0,0.231514085,0.091056911,0
1,3.311320755,0,10.05351833,3.481409002,0
1,0.997014925,0,3.67587477,1.162612926,0
1,1.520833333,0,15.41067762,7.16751269,0
1,4.589041096,0,3.549612689,1.819101124,0
1,0.218487395,0,0.456430288,0.179556517,0
1,0.207392197,0,0.795918367,0.297243108,0
1,0.382716049,0,2.236443884,0.88375,0
1,1.058823529,0,3.487700535,1.856451613,0
